n_inpatient,n_outpatient,n_carrier,n_claims,n_providers,n_facilities,n_obs_years,n_ed_claims,n_pqe_ed,ed_to_total_ratio,pqe_to_ed_ratio,inpatient_ratio,provider_per_claim,ed_per_year,pqe_per_year,claims_per_year,days_since_last_claim,days_since_last_ed,days_since_last_pqe,utilization_trend,recent_to_early_ratio,recent_ed,consecutive_ed_years,has_diabetes,has_copd,has_chf,has_htn,has_asthma,has_ckd,comorbidity_count,multi_chronic,n_diagnoses,bice_boxerman,n_prescriptions,n_unique_drugs,polypharmacy,high_polypharmacy,rx_per_year,n_dme_claims,has_dme,n_hha_claims,has_hha,n_snf_claims,has_snf,n_hospice_claims,has_hospice,SEX_IDENT_CD,BENE_RACE_CD,AGE_AT_END_REF_YR,ESRD_IND,ENTLMT_RSN_ORIG,ENTLMT_RSN_CURR,BENE_HI_CVRAGE_TOT_MONS,BENE_SMI_CVRAGE_TOT_MONS,BENE_HMO_CVRAGE_TOT_MONS,DUAL_ELGBL_MONS,BENE_STATE_BUYIN_TOT_MONS,RTI_RACE_CD
-0.01701918,-0.017003013,-0.03231037,-0.017210972,-0.0010545697,-0.0064636003,-0.00054500654,-0.004213776,-0.05557199,-0.01941399,-0.12016427,-0.06595566,-0.027180672,-0.0028509123,-0.014000665,-0.015513882,-0.0010551185,0.0011930965,-0.03496438,-0.009435595,0.02822457,-0.0016892495,-0.0009967381,-0.00985447,-0.0003315101,-0.0010060826,-0.016507488,-0.49830455,-0.028750023,0.10304349,0.0150554385,0.019713169,-0.021802774,-0.0062620654,-0.0369537,-0.00012720705,0.0011464878,0.00065892807,0.03881457,0.00029942623,-0.0001429795,-1.4589201e-05,-0.0013074109,7.0300084e-05,-0.0051869345,-0.001713687,-0.01590055,-0.019973569,-0.02725317,0.0003280154,-0.006205096,-0.0031942073,0.0,0.0,0.0,0.0,0.0,-0.0029451745
-0.017354008,-0.007534801,-0.032531526,-0.0051681763,-0.00040534334,-0.0017933196,-0.0006974345,-0.00348312,-0.07153704,-0.0111991465,-0.17725885,-0.05898311,-0.007516722,-0.002389243,-0.017119018,-0.008578831,-0.029180914,0.0005329316,-0.041780677,-0.008873764,-0.030937346,-0.0021647129,-0.0013984533,0.0028767628,0.00019753861,-0.0015974906,0.0004658597,-0.44935623,0.0044752844,-0.18664019,-0.008630301,0.0013409213,-0.02707242,-0.025214445,-0.028759051,-2.1212018e-05,-0.0003882372,-0.052300896,-0.01703238,-0.0027505297,-0.0001429795,-2.229474e-05,-0.0038436393,5.6908437e-05,-0.006018447,-0.0020811683,-0.013233676,-0.017146155,-0.06650088,0.00011025648,-0.019631438,-0.0058884625,0.0,0.0,0.0,0.0,0.0,-0.0031952409
-0.05500061,-0.031164566,-0.018294582,-0.027137514,-0.0021204664,-0.00050278136,-0.00067076995,-0.010074808,-0.05503131,-0.0035182242,-0.12472843,-0.061190963,-0.09850922,-0.005859445,-0.015998188,-0.069754824,-0.0019663428,-0.013192488,-0.0364419,-0.003857675,-0.030881055,-0.0041285343,-0.0016829885,0.0035588862,-0.00015493602,-0.0013902303,0.005930596,-0.32684928,0.0029237904,-0.23496068,-0.003925017,-0.041396547,0.022921044,-0.0073743123,-0.044094894,2.4406687e-05,-6.797025e-05,-0.0017560709,-0.027470134,-0.0054531163,-0.00050802116,-1.8414214e-05,-0.0032773013,4.70078e-05,-0.00300123,-0.0013868184,0.007925233,0.0005324467,-0.010786338,7.531746e-05,0.0072975922,0.0017905901,0.0,0.0,0.0,0.0,0.0,-0.00062582147
-0.027665615,-0.017647637,0.0014103705,0.02377459,-0.007449613,-0.0016216252,-0.00044726118,-0.005586517,-0.06538219,-0.01515043,-0.1417188,-0.05656797,-0.082476564,-0.0034546163,-0.018788341,-0.008950087,0.0040828544,0.0005382509,-0.044243857,-0.011482813,-0.039846364,-0.0032475628,-0.001958082,0.0033589592,-0.0017637594,-0.0017119109,0.006797258,-0.3918811,0.0036146715,-0.21503559,-0.00883596,-0.044496026,-0.026583517,-0.007549849,-0.05135156,9.84791e-06,-0.0005097317,-0.0057313014,-0.014951058,-0.004369599,-0.00019952259,-2.2116697e-05,-0.0038030788,4.6294117e-05,-0.004487494,-0.0017171019,-0.02365544,-0.019679092,-0.035106108,0.00010418629,0.0067329705,-0.0018217367,0.0,0.0,0.0,0.0,0.0,-0.005280954
-0.0437953,-0.044390466,-0.031955604,-0.0282881,-0.002527168,-0.001798456,-0.00050145044,-0.0017701787,-0.06268205,-0.005399463,-0.1231699,-0.06250841,-0.06857157,-0.0020164317,-0.019358661,-0.03020453,-0.029807119,-0.00078339473,-0.040371425,-0.006347381,-0.06006204,-0.002899019,-0.0033641998,-0.008343778,-0.00021331361,-0.0011866046,-0.017002005,-0.39550427,-0.020000277,0.04636991,0.0066711814,-0.026632963,-0.010524346,-0.00031339118,-0.023931248,-3.5641548e-05,0.0011464878,-0.034302983,-0.0275862,-0.0019141743,-0.0001429795,-1.2135975e-05,-0.0015577886,4.3830056e-05,0.026656128,0.0075968234,-0.01283668,0.0121878255,-0.07258495,0.00032856682,-0.043034364,-0.002130383,0.0,0.0,0.0,0.0,0.0,-0.0011024154
-0.042346764,-0.035321772,0.00025693473,-0.0039224527,0.0001500487,-0.0012254574,-0.0007977889,-0.004371028,-0.054839663,-0.02620316,-0.12747128,-0.058850445,0.0010723323,-0.0052792123,-0.016754825,-0.028079351,-0.05360544,5.8019472e-05,-0.035699002,-0.012541112,-0.01185157,-0.003211132,-0.0034600496,0.0037010217,-0.0013766838,-0.0013479135,0.010837396,-0.4687929,0.0036812043,-0.30620295,-0.006322987,-0.035789814,0.017425967,-0.028334316,-0.07874082,6.621307e-06,-0.0003285103,-0.009082197,-0.025246594,-0.004384157,-0.0002523627,-3.1204538e-05,-0.0029408103,4.8095724e-05,-0.004030606,-0.0018509206,-0.010505811,-0.0026835839,0.029723223,7.4976095e-05,0.008401209,0.001814256,0.0,0.0,0.0,0.0,0.0,-0.0006317713
-0.050037585,-0.025100881,-0.048540108,-0.0201257,-0.0018058224,-0.00054666196,-0.0010511391,-0.014261524,-0.057585042,0.014833504,-0.121471465,-0.05969037,-0.07584364,-0.0032544814,-0.014930218,-0.022450568,-0.013695533,-0.012009179,-0.036612324,-0.016788842,-0.08668697,-0.003520192,-0.0008902886,-0.007987686,-0.0014489511,-0.00096964685,-0.015301438,-0.41440773,0.008482617,0.09144019,0.015577549,-0.056566115,0.0014608939,-0.005126252,-0.017756991,-2.1212018e-05,0.00035906676,-0.0067298673,-0.010191301,0.00038677503,-0.00035862013,-3.1204538e-05,-0.0014219654,5.2615505e-05,-0.0027755827,-0.0010421118,0.009053162,-0.005630019,-0.041530855,0.0003259205,-0.019339642,-0.002940531,0.0,0.0,0.0,0.0,0.0,-0.002625337
-0.013063789,-0.0057736337,-0.031119708,-0.0068332665,-0.0026220453,-0.0012191703,-0.0013859615,-0.0010815302,-0.05697835,0.048502855,-0.14152782,-0.07542064,0.0074206465,-0.0013746334,-0.012692882,-0.020522177,-0.032811586,-0.01430652,-0.038581666,-0.029534077,-0.04090705,-0.0031603244,-0.0039808336,-0.012460015,5.565831e-05,-0.0018368893,-0.0131644765,-0.39757374,0.0118110515,0.074332975,3.0267947e-05,0.0047464147,0.015627174,-0.0033611795,-0.010958389,-5.132708e-05,-0.0001492861,0.016587412,-0.021344945,-0.0040637073,-5.6189747e-05,-3.1204538e-05,-0.0012280112,5.3315744e-05,-0.00990317,-0.0036601666,-0.019672893,-0.0028767257,0.0083406875,-0.005089297,0.01671738,-0.013804515,0.0,0.0,0.0,0.0,0.0,-0.0046483576
0.035537742,-0.015763374,-0.011827558,-0.0015825756,-0.00047091834,-0.0009506806,-0.0010446621,-0.006696838,-0.057352632,0.012489609,-0.1822006,-0.0067799203,-0.0025313806,-0.0050707064,-0.01565686,-0.0014202028,-0.03325563,-0.014285284,-0.060287688,-0.01346916,-0.0064101107,-0.0043064076,-0.0010369926,0.0029655518,0.000974613,-0.0012802249,-0.0032310174,-0.41261876,0.0052273967,-0.22068298,-0.015262788,-0.03061317,-0.06836597,-0.0016786703,-0.036688082,9.84791e-06,-0.00016395567,-0.007786322,-0.0279519,-0.005507743,-0.00037834415,-3.1204538e-05,-0.0036627124,4.8708447e-05,-0.018311974,-0.0073071537,0.007006245,-0.004647497,-0.03980278,0.00011025648,0.008154315,-0.0043236814,0.0,0.0,0.0,0.0,0.0,-0.0011756914
-0.010021474,0.0007393257,-0.03974184,-0.0034897167,-0.0012559631,-0.005844811,-0.00054500654,-0.0012943228,-0.054655775,-0.0040664403,-0.11376357,-0.06060203,-0.010708752,-0.003190065,-0.013640978,-0.0039782664,0.015506625,0.0013997594,-0.03304508,-0.015449613,0.040007167,-0.0022261224,-0.0012937385,-0.008969085,0.00047607155,-0.000986623,-0.023427598,-0.47411945,0.025948368,0.11263578,0.016494265,-0.02658572,-0.013739368,-0.010205212,0.06408968,-3.5641548e-05,0.0006312089,0.0050697597,0.033778783,0.0002899658,-0.0001429795,-1.8414214e-05,-0.0016753378,6.5560795e-05,-0.004794201,-0.0016914487,-0.023619734,-0.021378092,-0.037075188,0.0003280154,-0.014457424,-0.0027763308,0.0,0.0,0.0,0.0,0.0,-0.0033134941
-0.050302494,-0.03335189,-0.0025122277,-0.005177469,-0.004242199,-0.0017456557,0.00669487,-0.0040914277,-0.054015625,-0.016571388,-0.12109214,-0.059555966,-0.1088131,-0.0047544427,-0.01597295,-0.009959266,-0.061374202,0.0015579091,-0.038141627,-0.013848083,0.006801365,-0.0035882685,-0.0034639628,0.010038991,0.0007525175,-0.001353525,0.018743714,-0.37358132,0.004109895,0.040459823,-0.006244378,-0.035667937,-0.028198753,-0.0074612517,-0.055953182,9.84791e-06,-0.00024919154,-0.011310858,-0.008383753,0.0006372885,-0.0004454099,-2.2116697e-05,-0.0015968425,4.8356596e-05,-0.0037285907,-0.0017210311,0.0101024825,-0.001932571,-0.022625081,0.00035663857,0.018704122,0.0071304697,0.0,0.0,0.0,0.0,0.0,-0.00039377843
-0.0074375486,-0.050698645,-0.00286959,-0.014039792,-0.0024591293,-0.002632606,0.00064050185,-0.0027608431,-0.06354109,-0.023031931,-0.1463369,-0.06360374,-0.023975834,-0.0033138802,-0.017166791,-0.03667745,-0.01124955,0.0003629994,-0.03957674,-0.032536272,-0.010552024,-0.0037355856,-0.0021160163,-0.01286083,-0.00044274086,-0.0013949323,-0.019140746,-0.4506999,-0.028649691,0.049397442,-0.0046432214,-0.021119786,-0.0013973404,-0.0075145434,-0.028987108,-3.5641548e-05,0.003668737,-0.03390987,-0.0290686,-0.0019263781,-0.0001429795,-1.4589201e-05,-0.0016731301,5.0270366e-05,-0.004121956,-0.0014792253,-0.021433732,-0.014956524,-0.025739035,-0.005089297,0.0056177923,-0.017009346,0.0,0.0,0.0,0.0,0.0,-0.002416163
-0.013340724,-0.011228853,0.043638576,0.00088079576,-0.0007867896,-0.0024661808,-0.0014198534,-0.0016667654,-0.061258547,-0.0030849853,-0.15326509,-0.057682227,-0.0040057003,-0.0031435802,-0.015286412,-0.0011683559,-0.033418108,0.00032622233,-0.040962797,-0.0060668844,-0.029477634,-0.0022246619,-0.0006364725,0.003241938,-0.001978451,-0.0014040306,-0.027074395,-0.41267025,0.0033227112,-0.0049566817,-0.00990194,-0.08375389,-0.0116982255,-0.035192944,0.040083457,-2.1212018e-05,0.0010221698,-0.075984,-0.010299781,-0.0013061438,-0.00019952259,-2.229474e-05,-0.002047555,5.2354626e-05,-0.004897549,-0.0016627179,-0.010150081,-0.0040505505,-0.11725197,0.00014839093,-0.046721715,-0.014974335,0.0,0.0,0.0,0.0,0.0,0.0004247535
-0.017317455,0.007356588,0.021670533,5.1952724e-05,-0.0016451493,-0.001176622,-0.0054790084,-0.0036120901,-0.05685414,-0.022949459,-0.13503504,-0.06117651,-0.01084995,-0.0063925055,-0.01650407,-0.018049104,-0.03305458,-0.056709196,-0.03826245,-0.016201684,0.026363105,-0.0022597688,-0.00067759416,-0.007040103,-0.0008039027,-0.0012624454,-0.0059179985,-0.39120197,-0.029599363,0.10813016,0.007683004,-0.00031268474,-0.0344759,-0.003403388,0.028044848,-1.687239e-05,0.0028303356,-0.0753559,-0.011881455,0.00070228666,-9.023833e-05,-0.0005340816,-0.0014222634,4.50372e-05,-0.0062053115,-0.0013248753,0.013057289,-0.019523947,-0.02480331,0.00032981674,-0.0062798527,-0.003246831,0.0,0.0,0.0,0.0,0.0,-0.0033223121
0.15333943,-0.026193326,0.00058012054,-0.011469854,-0.0019870119,-0.000856892,-0.00070841884,-0.0009434448,-0.06459314,0.0657687,-0.13367479,-0.07600685,-0.001992795,-0.007028156,-0.015345152,-0.008162488,-0.031082718,-0.010378147,-0.03461783,-0.03136926,-0.02622139,-0.0032345364,-0.0037277783,0.002296843,-0.0003462862,-0.002158724,0.0019700532,-0.3920406,0.0043554315,-0.1672656,-0.00330436,0.05285052,-0.09918145,-0.0014286181,-0.0348604,9.84791e-06,-0.00033959196,0.0021863382,-0.0041284095,0.0056635602,-7.051433e-05,-3.1204538e-05,-0.0034360709,4.959586e-05,-0.0058929576,-0.0038184328,0.005940028,-0.04236573,-0.007207449,0.00010491154,0.010512033,0.0023893318,0.0,0.0,0.0,0.0,0.0,-0.009366552
-0.0458852,-0.022842068,-0.030970888,-0.021746578,-0.0019172011,-0.0007168473,-0.0009467803,-0.014921222,-0.061923638,0.008728587,-0.14636883,-0.06802962,-0.07766538,-0.00334327,-0.01514772,-0.029339973,-0.039967608,-0.016074454,-0.041156407,-0.004759426,0.00663845,-0.0033767652,-0.0008974633,-0.02932027,-0.0010918954,-0.0012746134,-0.002092887,-0.43040472,0.005861206,-0.06298137,-0.019015528,-0.06351385,0.001533391,-0.0013926872,-0.01506958,-2.1212018e-05,0.0006916041,-0.0018841851,-0.01437429,-0.002451049,-0.00060442055,-0.0005340816,-0.0022534234,5.2069234e-05,-0.0035463166,-0.0015410847,-0.0105957845,-0.004618216,-0.08858471,0.00014911618,-0.022610664,-0.010703726,0.0,0.0,0.0,0.0,0.0,-0.004192329
-0.017332073,-0.019060018,-0.046148293,-0.017881108,-0.00076194556,-0.0019202997,-0.0012934093,-0.004747673,-0.06499231,-0.024100015,-0.1460459,-0.058250826,-0.03389421,-0.003628549,-0.018026207,-0.016901454,-0.099476986,0.0007540806,-0.037139308,-0.013167131,-0.012145341,-0.0024100165,-0.0033726965,0.0034539485,0.00040349326,-0.00095123466,0.0028983883,-0.3854303,0.004289279,-0.24092518,0.00069536536,0.0047806576,-0.03958966,-0.007940791,-0.049179863,9.84791e-06,-0.0005483644,-0.0025428776,-0.01601413,0.00020761538,-9.0139394e-05,-2.2116697e-05,-0.0032405606,4.0400293e-05,-0.0060558436,-0.0021041948,-0.012675888,-0.016226206,0.0034322832,0.00013920275,0.00999345,0.0038779946,0.0,0.0,0.0,0.0,0.0,-0.0032362854
-0.015166502,-0.007166761,-0.052197058,-0.012069346,-0.0020983054,-0.0012204616,-0.00067634985,-0.0029863282,-0.06404031,-0.029398369,-0.14581425,-0.06563358,0.0051606735,-0.0028489006,-0.016863603,-0.009995877,-0.043172963,-0.0048803394,-0.03611923,-0.0017162688,-0.018737478,-0.0027037761,-0.0010765864,-0.050260168,-0.0004713063,-0.0009529146,-0.0016868147,-0.5013927,0.005260265,0.008023275,-0.007866101,-0.050618157,-0.033571403,-0.0020019745,-0.027328026,-5.132708e-05,-0.00033751084,0.0031410654,0.0063054683,0.0003846471,-0.00010446398,-3.1204538e-05,-0.003679518,6.99589e-05,-0.0042734514,-0.0014793725,0.008121741,-0.0010431177,-0.08697086,0.00014911618,0.031510584,-0.013350682,0.0,0.0,0.0,0.0,0.0,0.00027573088
-0.012073764,-0.00705618,-0.058760162,-0.0061362563,-0.0003519187,-0.0019870333,-0.00066889595,-0.00298758,-0.05622707,-0.013287864,-0.12423702,-0.062044173,0.009560838,-0.003290173,-0.013688329,-0.0068093273,-0.021797955,0.0022311073,-0.035473276,-0.005631541,-0.019078698,-0.0025362922,-0.0009868736,-0.06494786,0.0007077759,-0.0009390601,-0.0044770082,-0.4796529,0.0044543534,0.04373041,-0.0010362642,0.0125196455,-0.023293944,-0.0045360634,-0.020805316,-0.00012720705,-0.00033751084,0.0053816796,-0.018759284,-0.0024266783,-0.0003925698,-1.8414214e-05,-0.0013951395,5.3472555e-05,-0.0046795597,-0.0016494311,0.010830392,-0.015002649,0.05299305,-0.004572996,0.025678959,-0.009946334,0.0,0.0,0.0,0.0,0.0,-0.0024072377
-0.005036631,-0.009521158,0.02873798,0.003599154,-0.00090589,-0.0033427523,0.00060365687,-0.0022403917,-0.058321845,-0.0053150556,-0.14351961,-0.058919955,0.016540159,-0.0014314197,-0.014787627,-0.018866304,-0.005688376,0.0003230866,-0.039474938,-0.022779902,0.0059211813,-0.002959875,-0.00077849947,-0.012695195,-0.0006964989,-0.0014072065,-0.019953165,-0.4519678,-0.032433696,0.084895514,0.007221218,-0.030283825,-0.011793126,-0.006629922,0.06044104,-3.5641548e-05,0.003668737,-0.0648769,-0.014529174,0.00026115685,-0.0001429795,-1.8414214e-05,-0.002583442,-0.0032494187,-0.005282382,-0.002008652,-0.021665664,-0.019491786,-0.026466472,0.00038712184,-0.012858288,-0.0027268766,0.0,0.0,0.0,0.0,0.0,-0.0035861137
-0.016322741,-0.008537898,-0.045533232,-0.005294341,-0.00042787116,-0.0021899266,-0.0006830416,-0.0034898168,-0.06883867,-0.012310334,-0.15728547,-0.058939848,-0.0036324516,-0.0024313924,-0.017736718,-0.0014839683,-0.054092642,0.00012892862,-0.036832605,-0.004915439,-0.031256594,-0.0020380775,-0.000765034,0.0029608572,0.00019753861,-0.00095123466,-0.0020831057,-0.42909852,0.0036686664,-0.18362531,-0.010385177,0.008736282,-0.027326584,-0.030656444,-0.033677842,-2.1212018e-05,-0.0003882372,-0.056853876,-0.0005558735,0.00014897,-0.00019952259,-2.229474e-05,-0.0049455618,-0.0035068884,-0.005803067,-0.0019301573,-0.013440688,-0.017711462,-0.06909607,0.00011025648,-0.021653347,-0.0063393977,0.0,0.0,0.0,0.0,0.0,-0.0030467848
